content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,tokens,clean_text,polarity_clean,sentiment_clean
Waktu coba buka katalog promosi malah ga muncul gambar,1,0.0,0.0,Negative,"['coba', 'buka', 'katalog', 'promosi', 'muncul', 'gambar']",coba katalog promosi muncul gambar,0.0,Neutral
all Good,5,0.7,0.6000000000000001,Positive,"['all', 'good']",all good,0.7,Positive
superindo kereen,5,0.0,0.0,Positive,['kereen'],kereen,0.0,Neutral
Banyak keuntungan pake member banyak promonya,5,0.0,0.0,Positive,"['untung', 'pake', 'member', 'promonya']",untung pake member promonya,0.0,Neutral
Tidak bisa scan barang untuk mengetahui info/harga barang dan daftar pencarian barang . Sangat amat membantu jika bisa,3,0.0,0.0,Neutral,"['scan', 'barang', 'info', 'harga', 'barang', 'daftar', 'cari', 'barang', 'bantu']",scan info daftar cari bantu,0.0,Neutral
"Coba ada pointnya yang mana point' trsbt bisa dibelanjakan,jgn cuma potongan harga aja..",4,0.0,0.0,Positive,"['coba', 'point', 'point', 'trsbt', 'belanja', 'jgn', 'potong', 'harga']",coba point point trsbt jgn potong,0.0,Neutral
Belanja super murah menggunakan aplikasi my superindo,5,0.3333333333333333,0.6666666666666666,Positive,"['belanja', 'super', 'murah', 'my']",murah my,0.0,Neutral
Struk digital pas beliin rokok ketinggalan eh.. Malah struk digitalnya ndak ada.. Mau ambil ndak ada bukti di struk digital 🤦‍♀️.. Yg aneh knp ketinggalan ndak d sisihkan..,5,0.0,0.0,Positive,"['struk', 'digital', 'pas', 'beliin', 'rokok', 'tinggal', 'eh', 'struk', 'digital', 'ndak', 'ambil', 'ndak', 'bukti', 'struk', 'digital', 'aneh', 'knp', 'tinggal', 'ndak', 'd', 'sisih']",struk digital pas tinggal eh struk digital ndak ambil ndak bukti struk digital aneh knp tinggal ndak d,0.0,Neutral
Mantab,5,0.0,0.0,Positive,['mantab'],mantab,0.0,Neutral
Gampang penggunaan nya,5,0.0,0.0,Positive,"['gampang', 'guna']",gampang guna,0.0,Neutral
Saya buka lewat wifi. Tapi nggak bisa kebuka semua diskon2 yg ada dlm minggu ini. Lemoot banget.,2,0.0,0.0,Negative,"['buka', 'wifi', 'nggak', 'buka', 'diskon', 'dlm', 'minggu', 'lemoot', 'banget']",wifi nggak diskon dlm minggu,0.0,Neutral
Good,5,0.7,0.6000000000000001,Positive,['good'],good,0.7,Positive
"murah, fresh dan segar",5,0.3,0.5,Positive,"['murah', 'fresh', 'segar']",murah fresh segar,0.3,Positive
Saya sangat senang belanja dsni banyak promo nya...,5,0.0,0.0,Positive,"['senang', 'belanja', 'dsni', 'promo']",senang dsni,0.0,Neutral
Buah buahan di Superindo segar segar,4,0.0,0.0,Positive,"['buah', 'buah', 'segar', 'segar']",buah buah segar segar,0.0,Neutral
Very good,5,0.9099999999999999,0.7800000000000001,Positive,"['very', 'good']",very good,0.9099999999999999,Positive
Sudah berpuluh kali mint update teruuuss... Tpi makin jelek,1,0.0,0.0,Negative,"['puluh', 'kali', 'mint', 'teruuuss', 'tpi', 'jelek']",puluh kali teruuuss tpi jelek,0.0,Neutral
Sangat membantu apabila ada promo dalam berbelanja utk kebutuhan,5,0.0,0.0,Positive,"['bantu', 'promo', 'belanja', 'butuh']",bantu butuh,0.0,Neutral
"*Heran ini aplikasi gunanya apa, Eror ga bisa dibuka sama sekali, dari kemarin² sudah dicoba berkali² sampai sekarang tetep gabisa, buat yg belom download gausah download ga guna soalnya*",1,0.0,0.0,Negative,"['heran', 'guna', 'eror', 'buka', 'kemarin', 'coba', 'kali', 'tetep', 'gabisa', 'bom', 'download', 'gausah', 'download']",heran guna eror kemarin coba kali tetep gabisa bom download gausah download,0.0,Neutral
Harga murah...banyak discountnya.,5,0.0,0.0,Positive,"['harga', 'murah', 'discountnya']",murah discountnya,0.0,Neutral
Karyawannya ramah dan tanggap serta lokasi nyaman,5,0.0,0.0,Positive,"['karyawannya', 'ramah', 'tanggap', 'lokasi', 'nyaman']",karyawannya ramah tanggap lokasi nyaman,0.0,Neutral
Aplikasi sangat baik. Jadi lebih gampang liat promo promo secara online dan update. Banyak promo tambahan juga kalo pakai aplikasi ini.,5,0.0,0.0,Positive,"['gampang', 'liat', 'promo', 'promo', 'online', 'promo', 'tambah', 'pakai']",gampang liat online tambah pakai,0.0,Neutral
Yah oke lah,4,0.0,0.0,Positive,"['yah', 'oke']",yah oke,0.0,Neutral
Mau daftar jd member malah fetching failed trus. Pilih opsi pengunjung juga gak nampak apa2 di aplikasinya,2,-0.5,0.3,Negative,"['daftar', 'member', 'fetching', 'failed', 'trus', 'pilih', 'opsi', 'unjung', 'nampak', 'aplikasi']",daftar member fetching failed trus pilih opsi unjung nampak aplikasi,-0.5,Negative
Updet jadi menu history transaksinya.. Sukses terus superindo banyakin promo sayur buah nya ya,5,0.0,0.0,Positive,"['updet', 'menu', 'history', 'transaksi', 'sukses', 'banyakin', 'promo', 'sayur', 'buah']",updet menu history transaksi sukses banyakin sayur buah,0.0,Neutral
Banyak diskon,5,0.0,0.0,Positive,['diskon'],diskon,0.0,Neutral
App belanja paling lengkap dan hemat,5,0.0,0.0,Positive,"['belanja', 'lengkap', 'hemat']",lengkap hemat,0.0,Neutral
"Mau daftar gak bisa, di refresh tulisan nya Failed",2,-0.5,0.3,Negative,"['daftar', 'refresh', 'tulis', 'failed']",daftar refresh tulis failed,-0.5,Negative
Pelayanan cepat dan tepat,5,0.0,0.0,Positive,"['layan', 'cepat']",cepat,0.0,Neutral
Terimakasih,5,0.0,0.0,Positive,['terimakasih'],terimakasih,0.0,Neutral
sering banget mnta d'upgrade..tp lumayanlahh bs dpt potongan hrga member,4,0.0,0.0,Positive,"['banget', 'mnta', 'd', 'upgrade', 'lumayanlahh', 'dpt', 'potong', 'hrga', 'member']",mnta d upgrade dpt potong hrga member,0.0,Neutral
Sebaiknya resi belanja tersimpan atau tidak hilang.minimal jangka 1bulan,4,0.0,0.0,Positive,"['resi', 'belanja', 'simpan', 'hilang', 'minimal', 'jangka']",resi simpan hilang minimal jangka,-0.1,Negative
Ok banget,5,0.5,0.5,Positive,"['ok', 'banget']",,0.0,Neutral
"Update versi terakhir sudah menampilkan history transaksi, next update ditunggu yg bisa search produk yg menampilkan deskripsi produk tsb mulai dr harga, berat, dll yah. Masa kalah sama app alfamart & indomaret 😁",5,0.0,0.0,Positive,"['tampil', 'history', 'transaksi', 'next', 'tunggu', 'search', 'produk', 'tampil', 'deskripsi', 'produk', 'tsb', 'dr', 'harga', 'berat', 'dll', 'yah', 'kalah', 'alfamart', 'indomaret']",tampil history transaksi next tunggu search produk tampil deskripsi produk tsb dr berat dll yah kalah alfamart indomaret,0.0,Neutral
banyak promoo,5,0.0,0.0,Positive,['promoo'],promoo,0.0,Neutral
Ok,5,0.5,0.5,Positive,['ok'],,0.0,Neutral
Oke cuman lebih bagus lagi ada menu katalog barang apa saja,5,0.0,0.0,Positive,"['oke', 'cuman', 'bagus', 'menu', 'katalog', 'barang']",oke cuman menu katalog,0.0,Neutral
Gabisa daftar,4,0.0,0.0,Positive,"['gabisa', 'daftar']",gabisa daftar,0.0,Neutral
Memberikan penawaran spesial hanya bagi member dan banyak lagi hadiah yg di dapat,5,0.0,0.0,Positive,"['tawar', 'spesial', 'member', 'hadiah']",tawar spesial member hadiah,0.0,Neutral
Oke,5,0.0,0.0,Positive,['oke'],oke,0.0,Neutral
The best..,5,1.0,0.3,Positive,"['the', 'best']",the best,1.0,Positive
Layanannya sangat memuaskan,3,0.0,0.0,Neutral,"['layan', 'muas']",muas,0.0,Neutral
"Makin bagus, dengan adanya history transaksi. Tapi untuk promo korannya kok tidak bisa di zoom tanpa di download. Kalau bisa di zoom akan lebih baik.",4,0.0,0.0,Positive,"['bagus', 'history', 'transaksi', 'promo', 'koran', 'zoom', 'download', 'zoom']",history transaksi koran zoom download zoom,0.0,Neutral
Mantap informasi produk nya,5,0.0,0.0,Positive,"['mantap', 'informasi', 'produk']",mantap informasi produk,0.0,Neutral
Bagus,5,0.0,0.0,Positive,['bagus'],,0.0,Neutral
Alhamdulillah saya seneng jadi jadi member menguntungkan,5,0.0,0.0,Positive,"['alhamdulillah', 'neng', 'member', 'untung']",alhamdulillah neng member untung,0.0,Neutral
Mantap,5,0.0,0.0,Positive,['mantap'],mantap,0.0,Neutral
Sangat Bagus ❤️‍🔥,5,0.0,0.0,Positive,['bagus'],,0.0,Neutral
lumayan banyak diskon,5,0.0,0.0,Positive,"['lumayan', 'diskon']",lumayan diskon,0.0,Neutral
Sangat membantu,5,0.0,0.0,Positive,['bantu'],bantu,0.0,Neutral
mantap..,5,0.0,0.0,Positive,['mantap'],mantap,0.0,Neutral
Bagus,5,0.0,0.0,Positive,['bagus'],,0.0,Neutral
Mesti selalu bawa hp untuk bisa dapat diskon produknya gak bisa di inputkan misalnya no hp seperti pada alfamart,3,0.0,0.0,Neutral,"['mesti', 'bawa', 'hp', 'diskon', 'produk', 'inputkan', 'no', 'hp', 'alfamart']",mesti bawa hp diskon produk no hp alfamart,0.0,Neutral
Baik,5,0.0,0.0,Positive,[],,0.0,Neutral
selalu dihati,5,0.0,0.0,Positive,['hati'],hati,0.0,Neutral
good,5,0.7,0.6000000000000001,Positive,['good'],good,0.7,Positive
Bagus,5,0.0,0.0,Positive,['bagus'],,0.0,Neutral
Good,5,0.7,0.6000000000000001,Positive,['good'],good,0.7,Positive
"pelayanan bagus, smoga lebih banyak promo nya",5,0.0,0.0,Positive,"['layan', 'bagus', 'smoga', 'promo']",smoga,0.0,Neutral
Siip,5,0.0,0.0,Positive,['siip'],siip,0.0,Neutral
Tidak memuat semua daftar harga....jadi ndak bisa cek harga Walau misal tanpa gambar Apakah dirahasiakan utk kompetitor kah ? 😊,4,0.0,0.0,Positive,"['muat', 'daftar', 'harga', 'ndak', 'cek', 'harga', 'gambar', 'rahasia', 'kompetitor', 'kah']",muat daftar ndak cek gambar kompetitor kah,0.0,Neutral
Sangat Bagus Untuk Pelayanan,5,0.0,0.0,Positive,"['bagus', 'layan']",,0.0,Neutral
baguss,5,0.0,0.0,Positive,['baguss'],baguss,0.0,Neutral
Superindo tempat belanja yg ideal dekat dr rmhku,5,0.9,1.0,Positive,"['belanja', 'ideal', 'dr', 'rmhku']",dr,0.0,Neutral
"Nyaman, pegawai n kasir ramah",5,0.0,0.0,Positive,"['nyaman', 'pegawai', 'n', 'kasir', 'ramah']",nyaman pegawai n kasir ramah,0.0,Neutral
Memudahkan untuk dapet promo,5,0.0,0.0,Positive,"['mudah', 'dapet', 'promo']",mudah dapet,0.0,Neutral
Sy senang belanja di Superindo.,5,0.0,0.0,Positive,"['senang', 'belanja']",senang,0.0,Neutral
Sangat bermanfaat..trima ksh,5,0.0,0.0,Positive,"['manfaat', 'trima', 'ksh']",manfaat trima ksh,0.0,Neutral
Good,5,0.7,0.6000000000000001,Positive,['good'],good,0.7,Positive
"aplikai ini sangat membantu unt melihat updated promo. Sayangnya, harus menggunakan wifi jika ingin melihat katalog keseluruhan. semoga bisa lebih baik lagi. terima kasih.",3,0.0,0.0,Neutral,"['aplikai', 'bantu', 'unt', 'updated', 'promo', 'sayang', 'wifi', 'katalog', 'moga', 'terima', 'kasih']",aplikai bantu unt updated sayang wifi katalog moga terima kasih,0.0,Neutral
Sangat murah kalo pakai aplikasi ini dan top banget,5,0.5,0.5,Positive,"['murah', 'pakai', 'top', 'banget']",murah pakai top,0.5,Positive
Sangat bermanfaat apalagi kl pas ada promo,5,0.0,0.0,Positive,"['manfaat', 'kl', 'pas', 'promo']",manfaat kl pas,0.0,Neutral
Sangat membantu dlm belanja,5,0.0,0.0,Positive,"['bantu', 'dlm', 'belanja']",bantu dlm,0.0,Neutral
"Aplikasi bagus, dan bermanfaat.. cuma seringnya minta update dan gagal buka pas d kasir yg sering bikin gemes..",4,0.0,0.0,Positive,"['bagus', 'manfaat', 'gagal', 'buka', 'pas', 'd', 'kasir', 'bikin', 'gemes']",manfaat gagal pas d kasir bikin gemes,0.0,Neutral
Update mulu maunya,1,0.0,0.0,Negative,"['mulu', 'mau']",mulu mau,0.0,Neutral
Gak ada katalog di aplikasi untuk semua barang yang dijual di super indo. Dan promonya sedikit. Kecepatan aplikasi juga kurang,3,0.3333333333333333,0.6666666666666666,Neutral,"['katalog', 'barang', 'jual', 'super', 'indo', 'promonya', 'cepat']",katalog jual indo promonya cepat,0.0,Neutral
"Bs mengetahui promo2, cuma untuk benefit membet menurut saya kurang greget",5,0.0,0.0,Positive,"['promo', 'benefit', 'bet', 'greget']",benefit bet greget,0.0,Neutral
bagus,5,0.0,0.0,Positive,['bagus'],,0.0,Neutral
"Menurut saya aplikasinya kurang maju , harusnya bisa beli langsung dari aplikasi tanpa harus beli langsung ke Lokasinya dan itu biar memudahkan pengguna/pelanggan superindo",1,0.0,0.0,Negative,"['aplikasi', 'maju', 'beli', 'langsung', 'beli', 'langsung', 'lokasi', 'biar', 'mudah', 'guna', 'langgan']",aplikasi maju beli langsung beli langsung lokasi biar mudah guna langgan,0.0,Neutral
Bagus dan sangat membantu..mungkin tambah sedikit lagi pengumpulan poin setiap belanja yang bisa di tukar dengan belanjaan,5,0.0,0.0,Positive,"['bagus', 'bantu', 'kumpul', 'poin', 'belanja', 'tukar', 'belanja']",bantu kumpul poin tukar,0.0,Neutral
Oke 👍👍,5,0.0,0.0,Positive,['oke'],oke,0.0,Neutral
"deket rumah,,bnyk promo, 👍👍👍👍👍",5,0.0,0.0,Positive,"['deket', 'rumah', 'bnyk', 'promo']",deket rumah bnyk,0.0,Neutral
2 bintang dulu mau mantau setelah update,2,0.0,0.0,Negative,"['bintang', 'mantau']",bintang mantau,0.0,Neutral
Cukup membantu utk melihat barang yg sedang promo,4,0.0,0.0,Positive,"['bantu', 'barang', 'promo']",bantu,0.0,Neutral
Kenapa setelah diperbaharui malah ga bisa log in...,3,0.0,0.0,Neutral,"['baharu', 'log', 'in']",baharu log in,0.0,Neutral
Bagus,5,0.0,0.0,Positive,['bagus'],,0.0,Neutral
Baik,5,0.0,0.0,Positive,[],,0.0,Neutral
Saya dapet hadiah dong.,5,0.0,0.0,Positive,"['dapet', 'hadiah']",dapet hadiah,0.0,Neutral
Ok,5,0.5,0.5,Positive,['ok'],,0.0,Neutral
Belanja mudah dan murah banyak promo,5,0.0,0.0,Positive,"['belanja', 'mudah', 'murah', 'promo']",mudah murah,0.0,Neutral
Selalu dapat promo,5,0.0,0.0,Positive,['promo'],,0.0,Neutral
Lemot,4,0.0,0.0,Positive,['lot'],lot,0.0,Neutral
Membantu sekali untuk cek harga terupdate dan katalog produk lainnya. Bisa dapat info promo member juga.,5,0.0,0.0,Positive,"['bantu', 'cek', 'harga', 'terupdate', 'katalog', 'produk', 'info', 'promo', 'member']",bantu cek terupdate katalog produk info member,0.0,Neutral
Bnyk promonya. Hadiah menarik juga. Bisa untuk pengingat belanja,5,0.0,0.0,Positive,"['bnyk', 'promonya', 'hadiah', 'tarik', 'ingat', 'belanja']",bnyk promonya hadiah tarik,0.0,Neutral
Sya udah 2x mau pke my promo.. pas mau dipake tiba2 ga da.. minggu pertama pas mw beli tissue tiba 2 ga da promonya.. skrang pas beli buah mw byar dikasir promo nya ilang.. aplikasi yang aneh..,5,0.0,0.0,Positive,"['sya', 'udah', 'x', 'pke', 'my', 'promo', 'pas', 'dipake', 'da', 'minggu', 'pas', 'mw', 'beli', 'tissue', 'da', 'promonya', 'skrang', 'pas', 'beli', 'buah', 'mw', 'byar', 'kasir', 'promo', 'ilang', 'aneh']",sya udah x pke my pas dipake da minggu pas mw beli da promonya pas beli buah mw byar kasir ilang aneh,0.0,Neutral
Terbaik 👍,5,0.0,0.0,Positive,['baik'],baik,0.0,Neutral
👍👍👍👍👍,5,0.0,0.0,Positive,[],,0.0,Neutral
Ok,5,0.5,0.5,Positive,['ok'],,0.0,Neutral
"Ikut jadi member superindo ini banyak keuntungan yang didapat,diskon promo yang pastinya bikin uang belanjamu jadi hemat nga bikin kantong bolong",5,0.0,0.0,Positive,"['member', 'untung', 'diskon', 'promo', 'pasti', 'bikin', 'uang', 'belanja', 'hemat', 'nga', 'bikin', 'kantong', 'bolong']",member untung diskon pasti bikin uang hemat nga bikin kantong,0.0,Neutral
"Setiap dibuka buat liat katalog selalu ga bisa. Minta update, udah diupdate tetep ga bisa dibuka. Udah brp bulan gtu mulu. Knp sik? Jaringan lancar pdhl",1,0.0,0.0,Negative,"['buka', 'liat', 'katalog', 'udah', 'diupdate', 'tetep', 'buka', 'udah', 'brp', 'gtu', 'mulu', 'knp', 'sik', 'jaring', 'lancar', 'pdhl']",liat katalog udah diupdate tetep udah brp gtu mulu knp sik jaring lancar pdhl,0.0,Neutral
Mantap,5,0.0,0.0,Positive,['mantap'],mantap,0.0,Neutral
Promosi kadang tdk sesuai katalog. Katalog sdh keluar tapi barang sdh habis.,4,0.0,0.0,Positive,"['promosi', 'kadang', 'sesuai', 'katalog', 'katalog', 'barang', 'habis']",promosi kadang sesuai katalog katalog habis,0.0,Neutral
Promo senin atau jumat tidak muncul. Gambar promo Ga bs di perbesar di layar. Menyusahkan !,3,0.0,0.0,Neutral,"['promo', 'senin', 'jumat', 'muncul', 'gambar', 'promo', 'besar', 'layar', 'susah']",senin jumat muncul gambar besar layar susah,0.0,Neutral
Bagus si tp updTe trs,5,0.0,0.0,Positive,"['bagus', 'si', 'updte', 'trs']",si updte trs,0.0,Neutral
Mau daftar jd member aja malah fetching failed mulu.. Gimana sih apkikasinya???,1,-0.5,0.3,Negative,"['daftar', 'member', 'fetching', 'failed', 'mulu', 'gimana', 'apkikasinya']",daftar member fetching failed mulu gimana,-0.5,Negative
Sangat membantu... 👍👍.,5,0.0,0.0,Positive,['bantu'],bantu,0.0,Neutral
Banyak promo untuk member,5,0.0,0.0,Positive,"['promo', 'member']",member,0.0,Neutral
Pelayanan sudah lebih baik Semoga kedepannya lebih baik kagi,5,0.0,0.0,Positive,"['layan', 'moga', 'depan', 'kagi']",moga depan,0.0,Neutral
Mantap banyak promonya,5,0.0,0.0,Positive,"['mantap', 'promonya']",mantap promonya,0.0,Neutral
Bagus sekali,5,0.0,0.0,Positive,['bagus'],,0.0,Neutral
Mantapppp...,5,0.0,0.0,Positive,['mantapppp'],mantapppp,0.0,Neutral
Bagus banget aplikasi ini buat memahami promo di superindo,5,0.0,0.0,Positive,"['bagus', 'banget', 'paham', 'promo']",paham,0.0,Neutral
Mantep,5,0.0,0.0,Positive,['mantep'],mantep,0.0,Neutral
Msh kurang komplit,4,0.0,0.0,Positive,['komplit'],komplit,0.0,Neutral
Aplikasi yg sekarang bikin bingung ..susah juga koneksinya,2,0.0,0.0,Negative,"['bikin', 'bingung', 'susah', 'koneksi']",bikin bingung susah koneksi,0.0,Neutral
"Aplikasinya unik. Saat masuk Superindo bisa dibuka, saat di kasir loading terus, disuruh kontak cs.",3,0.0,0.0,Neutral,"['aplikasi', 'unik', 'masuk', 'buka', 'kasir', 'loading', 'suruh', 'kontak', 'cs']",aplikasi unik masuk kasir loading suruh kontak cs,0.0,Neutral
Cukup baiknya,5,0.0,0.0,Positive,['baik'],baik,0.0,Neutral
"Belanja di super indo super lengkap dan banyak promo,dan promo nya tiap hari 🤩🤩🤩",5,0.3333333333333333,0.6666666666666666,Positive,"['belanja', 'super', 'indo', 'super', 'lengkap', 'promo', 'promo']",indo lengkap,0.0,Neutral
👍👍👍,5,0.0,0.0,Positive,[],,0.0,Neutral
Good,5,0.7,0.6000000000000001,Positive,['good'],good,0.7,Positive
Dapat info barang2 jg dipromosikan,4,0.0,0.0,Positive,"['info', 'barang', 'promosi']",info promosi,0.0,Neutral
"Diperbaiki lagi , katalog promosi tidak tampil gambarnya , malah tidak ada internet. Hanya bisa untuk klaim promo diskon tapi untuk katalog tidak tersedia .",1,0.0,0.0,Negative,"['baik', 'katalog', 'promosi', 'tampil', 'gambar', 'internet', 'klaim', 'promo', 'diskon', 'katalog', 'sedia']",baik katalog promosi tampil gambar internet klaim diskon katalog sedia,0.0,Neutral
"Keren udah ada data transaksinya, jadi kalo struknya hilang bisa cek di hp Teknologinya mulai canggih nihh",5,0.0,0.0,Positive,"['keren', 'udah', 'data', 'transaksi', 'struknya', 'hilang', 'cek', 'hp', 'teknologi', 'canggih', 'nihh']",keren udah data transaksi struknya hilang cek hp canggih,0.0,Neutral
Lebih bagus aplikasi yg lama,3,0.0,0.0,Neutral,['bagus'],,0.0,Neutral
Member barcodenya gga bisa di scan pas bayar di kasir. CS susah di hub,3,0.0,0.0,Neutral,"['member', 'barcodenya', 'gga', 'scan', 'pas', 'bayar', 'kasir', 'cs', 'susah', 'hub']",member barcodenya scan pas bayar kasir cs susah hub,0.0,Neutral
Lengkap harga bersahabat,5,0.0,0.0,Positive,"['lengkap', 'harga', 'sahabat']",lengkap sahabat,0.0,Neutral
Sangat membantu untuk belanja di superindo,5,0.0,0.0,Positive,"['bantu', 'belanja']",bantu,0.0,Neutral
Belanja lebih mudah dan murah,5,0.0,0.0,Positive,"['belanja', 'mudah', 'murah']",mudah murah,0.0,Neutral
Oke,5,0.0,0.0,Positive,['oke'],oke,0.0,Neutral
Sering banget minta update setelah diupdate selalu tidak bisa di scan dikasir dan minta pembaharuan data tapi susah bgt selalu ga bisa alhasil gagal dapat promo lagi dan lagi.,3,0.0,0.0,Neutral,"['banget', 'diupdate', 'scan', 'kasir', 'baharu', 'data', 'susah', 'banget', 'alhasil', 'gagal', 'promo']",diupdate scan kasir baharu data susah alhasil gagal,0.0,Neutral
"Suka belanja disini, ibu² pengejar diskon.",5,0.0,0.0,Positive,"['suka', 'belanja', 'kejar', 'diskon']",suka kejar diskon,0.0,Neutral
Banyak promo nyaaaaaaaa,5,0.0,0.0,Positive,"['promo', 'nyaaaaaaaa']",,0.0,Neutral
Sangat membantu,5,0.0,0.0,Positive,['bantu'],bantu,0.0,Neutral
"Banyak promonya, info katalog lengkap.",5,0.0,0.0,Positive,"['promonya', 'info', 'katalog', 'lengkap']",promonya info katalog lengkap,0.0,Neutral
Sering ada discouny JD saya sering belanja ke Superindo,5,0.0,0.0,Positive,"['discouny', 'belanja']",,0.0,Neutral
Informatif,5,0.0,0.0,Positive,['informatif'],informatif,0.0,Neutral
Ini kok di update malah katalog rekomendasinya gambarnya ga ada data kosong?,4,0.0,0.0,Positive,"['katalog', 'rekomendasi', 'gambar', 'data', 'kosong']",katalog rekomendasi gambar data kosong,0.0,Neutral
Bagus,5,0.0,0.0,Positive,['bagus'],,0.0,Neutral
"Aplikasinya terlalu berat sampai2 tidak bisa kebuka, semoga aplikasinya setelah diupgrade semakin lebih baik",5,0.0,0.0,Positive,"['aplikasi', 'berat', 'buka', 'moga', 'aplikasi', 'diupgrade']",aplikasi berat moga aplikasi diupgrade,0.0,Neutral
Promo nya bagus,5,0.0,0.0,Positive,"['promo', 'bagus']",,0.0,Neutral
Seminggu sekali harus update apk.. tapi ga ada yg berubah dari apk.. 😪,4,0.0,0.0,Positive,"['minggu', 'apk', 'ubah', 'apk']",minggu apk ubah apk,0.0,Neutral
"Versi sebelum ini kurang efektif, tampilannya. Ga tau pas udh di upgrade",3,0.0,0.0,Neutral,"['efektif', 'tampil', 'tau', 'pas', 'upgrade']",efektif tampil tau pas upgrade,0.0,Neutral
Nyaman,5,0.0,0.0,Positive,['nyaman'],nyaman,0.0,Neutral
Good,5,0.7,0.6000000000000001,Positive,['good'],good,0.7,Positive
Klau ada Discount boleh deh Infonya,5,0.0,0.0,Positive,"['klau', 'discount', 'info']",klau discount info,0.0,Neutral
Brlanja hemat setiap saat dan karyawan yang ramah,5,0.0,0.0,Positive,"['brlanja', 'hemat', 'karyawan', 'ramah']",hemat karyawan ramah,0.0,Neutral
bnyak promonya,5,0.0,0.0,Positive,"['bnyak', 'promonya']",bnyak promonya,0.0,Neutral
Nice,5,0.6,1.0,Positive,['nice'],nice,0.6,Positive
"Tulisan parkir gratis nya udah besar tapi mending pasang di depan pintu Udah ada tulisan besar begitu aja masih di mintai uang parkir nunggu in ya kalo pas ada uang cash kalo engga,Kita Dateng sendiri pas keluar tiba tiba ada tukang parkir yang gak berkontribusi apa apa gitu",2,0.0,0.0,Negative,"['tulis', 'parkir', 'gratis', 'udah', 'mending', 'pasang', 'pintu', 'udah', 'tulis', 'minta', 'uang', 'parkir', 'nunggu', 'in', 'pas', 'uang', 'cash', 'engga', 'dateng', 'pas', 'tukang', 'parkir', 'kontribusi', 'gitu']",tulis parkir gratis udah mending pasang pintu udah tulis minta uang parkir nunggu in pas uang cash engga dateng pas tukang parkir gitu,0.0,Neutral
"Bintang satu dulu ah Kirain ini aplikasi bisa buat belanja, ternyata cuma informasi sama claim khusus member Ngerasa ga guna sih",1,0.0,0.0,Negative,"['bintang', 'ah', 'kirain', 'belanja', 'informasi', 'claim', 'khusus', 'member', 'ngerasa']",bintang ah kirain informasi claim khusus member,0.0,Neutral
Bagus,5,0.0,0.0,Positive,['bagus'],,0.0,Neutral
"Aplikasi anehhh... Sdh download n uninstall smpe 3x ttep g bs d buka, hadechhh... Paraaahhhh....",1,0.0,0.0,Negative,"['anehhh', 'download', 'n', 'uninstall', 'smpe', 'x', 'ttep', 'g', 'd', 'buka', 'hadechhh', 'paraaahhhh']",download n uninstall smpe x ttep g d paraaahhhh,0.0,Neutral
"Untuk promonya yg di klaim, di tambah lagi klo bisa..",4,0.0,0.0,Positive,"['promonya', 'klaim', 'klo']",promonya klaim klo,0.0,Neutral
Sangat membantu dan mempermudah untuk belanja trimakasih..,5,0.0,0.0,Positive,"['bantu', 'mudah', 'belanja', 'trimakasih']",bantu mudah trimakasih,0.0,Neutral
Memudahkan transaksi dan info promo,5,0.0,0.0,Positive,"['mudah', 'transaksi', 'info', 'promo']",mudah transaksi info,0.0,Neutral
"bagus,,,cuma kadang suka force close 😑",5,0.0,0.0,Positive,"['bagus', 'kadang', 'suka', 'force', 'close']",kadang suka force close,0.0,Neutral
"Disuruh update, sudah. Tp malah katalog promosi sama rekomendasi malah gak ada gambar apapun. Yang ada malah no internet. Cukup membantu sih app ini, tp kl sering trouble ya jadi males jg pakenya. Pas di kasir jg jadi males buka krn buffering nya lama banget",3,-0.2,0.2,Neutral,"['suruh', 'katalog', 'promosi', 'rekomendasi', 'gambar', 'apa', 'no', 'internet', 'bantu', 'kl', 'trouble', 'males', 'pakenya', 'pas', 'kasir', 'males', 'buka', 'buffering', 'banget']",suruh katalog promosi rekomendasi gambar apa no internet bantu kl trouble males pakenya pas kasir males buffering,-0.2,Negative
Payah no internet mau buat akun aja susah,1,0.0,0.0,Negative,"['payah', 'no', 'internet', 'akun', 'susah']",payah no internet akun susah,0.0,Neutral
Sangat ramah pelayananya,5,0.0,0.0,Positive,"['ramah', 'pelayananya']",ramah pelayananya,0.0,Neutral
Tidak dapat di buka di hp oppo reno 6,1,0.0,0.0,Negative,"['buka', 'hp', 'oppo', 'reno']",hp oppo,0.0,Neutral
