content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sentiment_polarity,sentiment_subjective,wordCount,uppercaseCharCount,specialCharCount,sentiment_rating,tokens,final_tokens,clean_text,polarity_clean,sentiment_clean
Jadi tau promo yg murah ...,3,0,,2022-04-12 09:24:33,,,0.0,0.0,6,1,3,Neutral,"['tau', 'promo', 'murah']","['tau', 'murah']",tau murah,0.0,Neutral
Bagus semua,4,0,,2022-04-12 09:16:20,,,0.0,0.0,2,1,0,Positive,['bagus'],[],,0.0,Neutral
Puas belanja di Superindo pelayanan ramah 🥰,3,0,,2022-04-12 09:05:04,,,0.0,0.0,7,2,0,Neutral,"['puas', 'belanja', 'layan', 'ramah']","['puas', 'ramah']",puas ramah,0.0,Neutral
Sangat recomended,5,0,,2022-04-12 08:56:38,,,0.0,0.0,2,1,0,Positive,['recomended'],['recomended'],recomended,0.0,Neutral
"Sy sdh lama langganan belanja disuperindo, cukup puas dg pelayanan dan kerapihan display brg2nya... hnya sj sayang skrg parkiran nya sdh dikuasai oleh oknum ormas pd hal msh ada spanduk bebas parkir nya.",5,0,2.5.0,2022-04-12 08:43:42,,,0.0,0.0,33,1,5,Positive,"['langgan', 'belanja', 'disuperindo', 'puas', 'dg', 'layan', 'kerapihan', 'display', 'barang', 'hnya', 'sj', 'sayang', 'skrg', 'parkir', 'asai', 'oknum', 'ormas', 'spanduk', 'bebas', 'parkir']","['langgan', 'disuperindo', 'puas', 'dg', 'display', 'sj', 'sayang', 'skrg', 'parkir', 'oknum', 'bebas', 'parkir']",langgan disuperindo puas dg display sj sayang skrg parkir oknum bebas parkir,0.0,Neutral
"Nyaman dlm berbelanja, layanan kasir baik",5,0,2.5.0,2022-04-12 08:35:19,,,0.0,0.0,6,1,1,Positive,"['nyaman', 'dlm', 'belanja', 'layan', 'kasir']","['nyaman', 'dlm', 'kasir']",nyaman dlm kasir,0.0,Neutral
Bagus,5,0,2.5.0,2022-04-12 08:15:37,,,0.0,0.0,1,1,0,Positive,['bagus'],[],,0.0,Neutral
"Harga terjangkau,barang msh seger",1,0,,2022-04-12 08:06:09,,,0.0,0.0,4,1,1,Negative,"['harga', 'jangkau', 'barang', 'seger']","['jangkau', 'seger']",jangkau seger,0.0,Neutral
Lengkap dan pelayanan ramah,5,0,2.5.0,2022-04-12 07:55:44,,,0.0,0.0,4,1,0,Positive,"['lengkap', 'layan', 'ramah']","['lengkap', 'ramah']",lengkap ramah,0.0,Neutral
Terima kasih superindo senang berbelanja disini,5,1,2.5.0,2022-04-12 07:46:50,,,0.0,0.0,6,1,0,Positive,"['terima', 'kasih', 'senang', 'belanja']","['terima', 'kasih', 'senang']",terima kasih senang,0.0,Neutral
Sukses terus superindo utk menampilkan sebuah produk yg fresh dan hemat..,5,0,,2022-04-12 07:40:34,,,0.3,0.5,11,1,2,Positive,"['sukses', 'tampil', 'produk', 'fresh', 'hemat']","['sukses', 'tampil', 'produk', 'fresh', 'hemat']",sukses tampil produk fresh hemat,0.3,Positive
Nyaman,5,0,,2022-04-12 07:36:44,,,0.0,0.0,1,1,0,Positive,['nyaman'],['nyaman'],nyaman,0.0,Neutral
Sangat membantu,5,0,,2022-04-12 07:21:54,,,0.0,0.0,2,1,0,Positive,['bantu'],['bantu'],bantu,0.0,Neutral
"Swalayan dg diskon2 yg menarik, pokoknya top deh superindo",5,0,2.5.0,2022-04-12 06:46:11,,,0.5,0.5,9,1,1,Positive,"['swalayan', 'dg', 'diskon', 'tarik', 'pokok', 'top']","['swalayan', 'dg', 'diskon', 'tarik', 'pokok', 'top']",swalayan dg diskon tarik pokok top,0.5,Positive
"Aplikasi ini Ga bisa di gunakan ,hanya bia lihat promo saja sedangkan di ig bisa lihat promo,,seperti indomret &alfa donk,setiap belanja kita masukan No hp kita di member nya itu bisa kumpulin point,dan point itu bisa kita belanja kan sesuai point kita..",5,21,2.5.0,2022-04-12 06:41:20,,,0.0,0.0,42,3,8,Positive,"['bia', 'lihat', 'promo', 'ig', 'lihat', 'promo', 'indomret', 'alfa', 'donk', 'belanja', 'masuk', 'no', 'hp', 'member', 'kumpulin', 'point', 'point', 'belanja', 'sesuai', 'point']","['lihat', 'ig', 'lihat', 'alfa', 'donk', 'masuk', 'no', 'hp', 'member', 'kumpulin', 'point', 'point', 'sesuai', 'point']",lihat ig lihat alfa donk masuk no hp member kumpulin point point sesuai point,0.0,Neutral
Pelayanan yang menyenangkan sesuai ke butuhan pokok sehari2..banyak promo yg selalu diharapkan..Sukses selalu...👍👍,5,6,2.5.0,2022-04-12 06:38:48,,,0.0,0.0,13,2,7,Positive,"['layan', 'senang', 'sesuai', 'butuh', 'pokok', 'hari', 'promo', 'harap', 'sukses']","['senang', 'sesuai', 'butuh', 'pokok', 'hari', 'harap', 'sukses']",senang sesuai butuh pokok hari harap sukses,0.0,Neutral
Sangat bermanfaat informasi nya..,5,0,2.5.0,2022-04-12 05:11:18,,,0.0,0.0,4,1,2,Positive,"['manfaat', 'informasi']","['manfaat', 'informasi']",manfaat informasi,0.0,Neutral
Suka ...byk hrg promo ...pelayanan ramah,5,0,2.5.0,2022-04-12 04:44:42,,,0.0,0.0,6,1,6,Positive,"['suka', 'byk', 'hrg', 'promo', 'layan', 'ramah']","['suka', 'byk', 'hrg', 'ramah']",suka byk hrg ramah,0.0,Neutral
Ok,4,0,,2022-04-11 19:01:49,,,0.5,0.5,1,1,0,Positive,['ok'],[],,0.0,Neutral
Oke...,5,0,,2022-04-10 18:53:51,,,0.0,0.0,1,1,3,Positive,['oke'],['oke'],oke,0.0,Neutral
Ok keren,5,0,,2022-04-08 12:25:19,,,0.5,0.5,2,1,0,Positive,"['ok', 'keren']",['keren'],keren,0.0,Neutral
"kga bisa blanja online payah !! cm bisa ngcek promo doang ,klo gtu mah dr ig doang jg bisa 😒",1,23,2.5.0,2022-04-08 10:04:43,,,0.0,0.0,20,0,3,Negative,"['kga', 'blanja', 'online', 'payah', 'cm', 'ngcek', 'promo', 'doang', 'klo', 'gtu', 'mah', 'dr', 'ig', 'doang']","['blanja', 'online', 'payah', 'cm', 'doang', 'klo', 'gtu', 'mah', 'dr', 'ig', 'doang']",blanja online payah cm doang klo gtu mah dr ig doang,0.0,Neutral
Ok,5,0,,2022-04-08 03:30:28,,,0.5,0.5,1,1,0,Positive,['ok'],[],,0.0,Neutral
Baguz,5,0,,2022-04-07 22:35:44,,,0.0,0.0,1,1,0,Positive,['baguz'],[],,0.0,Neutral
Ini kenapa aplikasinya tiba-tiba ga bisa masuk... padahal sering di pakai buat belanja,4,42,2.5.0,2022-04-07 22:01:32,,,0.0,0.0,13,1,4,Positive,"['aplikasi', 'masuk', 'pakai', 'belanja']","['aplikasi', 'masuk', 'pakai']",aplikasi masuk pakai,0.0,Neutral
Sangat membantu buat belanjA,5,0,,2022-04-07 18:51:32,,,0.0,0.0,4,2,0,Positive,"['bantu', 'belanja']",['bantu'],bantu,0.0,Neutral
Coba ditambah riwayat pembelanjaan dan ada e-struk nya jadi kalau kita belanja trs scan barcode otomatis struk belanjaan kita masuk juga diaplikasi .. terimakasih 🙏,4,6,2.4.2,2022-04-07 10:34:30,,,0.0,0.0,25,1,3,Positive,"['coba', 'tambah', 'riwayat', 'belanja', 'e', 'struk', 'belanja', 'trs', 'scan', 'barcode', 'otomatis', 'struk', 'belanja', 'masuk', 'aplikasi', 'terimakasih']","['coba', 'tambah', 'riwayat', 'e', 'struk', 'trs', 'scan', 'barcode', 'otomatis', 'struk', 'masuk', 'aplikasi', 'terimakasih']",coba tambah riwayat e struk trs scan barcode otomatis struk masuk aplikasi terimakasih,0.0,Neutral
"kenapa saya tidak bisa mendaftar ya,,sudah mencapai SR400 mksutnya gmna sik😆ngk paham",4,0,2.4.2,2022-04-05 10:48:38,,,0.0,0.0,12,2,2,Positive,"['daftar', 'capai', 'sr', 'mksutnya', 'gmna', 'sik', 'ngk', 'paham']","['daftar', 'capai', 'gmna', 'sik', 'ngk', 'paham']",daftar capai gmna sik ngk paham,0.0,Neutral
Sangat di sayangkan daftar gak bisa pake email yg ada angka/nomornya,2,1,2.4.2,2022-04-05 07:07:27,,,0.0,0.0,11,1,1,Negative,"['sayang', 'daftar', 'pake', 'email', 'angka', 'nomor']","['sayang', 'daftar', 'pake', 'email', 'nomor']",sayang daftar pake email nomor,0.0,Neutral
Susah di download,1,0,,2022-04-03 20:47:24,,,0.0,0.0,3,1,0,Negative,"['susah', 'download']","['susah', 'download']",susah download,0.0,Neutral
Kok susah di dowload ya,4,0,,2022-04-03 19:58:58,,,0.0,0.0,5,1,0,Positive,"['susah', 'dowload']","['susah', 'dowload']",susah dowload,0.0,Neutral
Saya pikir bisa belanja online diaplikasi. Ternyata hanya menampilkan promo saja.,3,0,2.4.2,2022-04-03 08:08:06,,,0.0,0.0,11,2,2,Neutral,"['pikir', 'belanja', 'online', 'aplikasi', 'tampil', 'promo']","['pikir', 'online', 'aplikasi', 'tampil']",pikir online aplikasi tampil,0.0,Neutral
Knpa udh bbrapa hari ngga bisa login ya?,1,0,2.4.2,2022-04-02 22:38:18,,,0.0,0.0,8,1,1,Negative,"['knpa', 'bbrapa', 'ngga', 'login']","['knpa', 'ngga', 'login']",knpa ngga login,0.0,Neutral
"Buah nya bagus2 d segar, pelayanannnya ok, mudah menemukan produk2 yg kuta butuhkan..",5,0,,2022-04-02 16:43:50,,,0.5,0.5,13,1,4,Positive,"['buah', 'bagus', 'd', 'segar', 'pelayanannnya', 'ok', 'mudah', 'temu', 'produk', 'kuta', 'butuh']","['buah', 'd', 'segar', 'pelayanannnya', 'mudah', 'temu', 'produk', 'butuh']",buah d segar pelayanannnya mudah temu produk butuh,0.0,Neutral
Ko ga bsa di download padahal pengen bgt belanja dengan member biar hemat 😭😭,1,0,,2022-04-02 09:47:53,,,0.0,0.0,14,1,0,Negative,"['ko', 'bsa', 'download', 'ken', 'banget', 'belanja', 'member', 'biar', 'hemat']","['ko', 'bsa', 'download', 'ken', 'member', 'biar', 'hemat']",ko bsa download ken member biar hemat,0.0,Neutral
Bagus,5,0,,2022-04-01 09:48:14,,,0.0,0.0,1,1,0,Positive,['bagus'],[],,0.0,Neutral
Ga bisa login. Masukin email GMAIL ga bisa. Aplikasi ga jelas,1,0,,2022-04-01 09:20:44,,,0.0,0.0,11,8,2,Negative,"['login', 'masukin', 'email', 'gmail']","['login', 'masukin', 'email', 'gmail']",login masukin email gmail,0.0,Neutral
Ok,5,0,2.4.2,2022-04-01 08:21:38,,,0.5,0.5,1,1,0,Positive,['ok'],[],,0.0,Neutral
Selalu segar dan banyak pilihan,5,0,,2022-03-31 14:56:39,,,0.0,0.0,5,1,0,Positive,"['segar', 'pilih']","['segar', 'pilih']",segar pilih,0.0,Neutral
Aplikasi tidak berguna. Mau daftar aja gak bisa. Sudah hapus aja. Jangan pakai aplikasi ini....,1,0,,2022-03-31 14:20:10,,,0.0,0.0,15,4,7,Negative,"['guna', 'daftar', 'hapus', 'pakai']","['guna', 'daftar', 'hapus', 'pakai']",guna daftar hapus pakai,0.0,Neutral
Pokok e oky,5,0,,2022-03-31 09:41:37,,,0.0,0.0,3,1,0,Positive,"['pokok', 'e', 'oky']","['pokok', 'e', 'oky']",pokok e oky,0.0,Neutral
"Bisa tolong di tambahkan untuk wilayah Karawang engga ya di aplikasi,,terimakasih",5,0,2.4.2,2022-03-31 08:36:22,,,0.0,0.0,11,2,2,Positive,"['tolong', 'tambah', 'wilayah', 'karawang', 'engga', 'terimakasih']","['tolong', 'tambah', 'wilayah', 'karawang', 'engga', 'terimakasih']",tolong tambah wilayah karawang engga terimakasih,0.0,Neutral
"Aplikasi gak bisa di buka, gimana ini Mending pake card aja simpel Tolong di perbarui lagi apk nya. Terima kasih🙏",1,5,2.4.2,2022-03-30 01:54:55,,,0.0,0.0,20,4,2,Negative,"['buka', 'gimana', 'mending', 'pake', 'card', 'simpel', 'tolong', 'baru', 'apk', 'terima', 'kasih']","['gimana', 'mending', 'pake', 'card', 'simpel', 'tolong', 'baru', 'apk', 'terima', 'kasih']",gimana mending pake card simpel tolong baru apk terima kasih,0.0,Neutral
Cool,5,0,2.4.2,2022-03-29 21:47:30,,,0.35,0.65,1,1,0,Positive,['cool'],['cool'],cool,0.35,Positive
Bagus,5,0,2.4.2,2022-03-29 00:49:31,,,0.0,0.0,1,1,0,Positive,['bagus'],[],,0.0,Neutral
👍👍,5,0,,2022-03-28 06:33:16,,,0.0,0.0,1,0,0,Positive,[],[],,0.0,Neutral
Clean and clear,5,0,,2022-03-26 19:06:30,,,0.23333333333333334,0.5416666666666667,3,1,0,Positive,"['clean', 'and', 'clear']","['clean', 'and', 'clear']",clean and clear,0.23333333333333334,Positive
Bagus ko,5,0,2.4.2,2022-03-25 21:48:45,,,0.0,0.0,2,1,0,Positive,"['bagus', 'ko']",['ko'],ko,0.0,Neutral
Superindo ok,5,0,,2022-03-25 15:16:11,,,0.5,0.5,2,1,0,Positive,['ok'],[],,0.0,Neutral
Banyak promonya 👍,5,0,2.4.2,2022-03-25 12:39:39,,,0.0,0.0,3,1,0,Positive,['promonya'],['promonya'],promonya,0.0,Neutral
"Buat apa bikin apps, kalau cm reedem",2,0,2.4.2,2022-03-25 08:01:28,,,0.0,0.0,7,1,1,Negative,"['bikin', 'apps', 'cm', 'reedem']","['bikin', 'apps', 'cm']",bikin apps cm,0.0,Neutral
Pelayanan oke,5,0,2.4.2,2022-03-25 07:39:40,,,0.0,0.0,2,1,0,Positive,"['layan', 'oke']",['oke'],oke,0.0,Neutral
Bagus,5,0,2.4.2,2022-03-24 14:38:35,,,0.0,0.0,1,1,0,Positive,['bagus'],[],,0.0,Neutral
My Super lndonesia toko belanja banyak suka barang mahal murah sekali mama sayang mamatu istrinya cantik anaku cowok Ganteng suka karen seayuman sendiri tertawat Belanja banyak suka baik cewek wanita cantik model sebanyak suka barang mahal murah sekali uang banyak tabungan karya suka,5,0,2.4.2,2022-03-23 13:35:26,,,0.3333333333333333,0.6666666666666666,43,4,0,Positive,"['my', 'super', 'lndonesia', 'toko', 'belanja', 'suka', 'barang', 'mahal', 'murah', 'mama', 'sayang', 'mamatu', 'istri', 'cantik', 'ana', 'cowok', 'ganteng', 'suka', 'karen', 'ayum', 'tertawat', 'belanja', 'suka', 'cewek', 'wanita', 'cantik', 'model', 'suka', 'barang', 'mahal', 'murah', 'uang', 'tabung', 'karya', 'suka']","['my', 'toko', 'suka', 'mahal', 'murah', 'mama', 'sayang', 'istri', 'cantik', 'ana', 'ganteng', 'suka', 'karen', 'suka', 'wanita', 'cantik', 'model', 'suka', 'mahal', 'murah', 'uang', 'tabung', 'suka']",my toko suka mahal murah mama sayang istri cantik ana ganteng suka karen suka wanita cantik model suka mahal murah uang tabung suka,0.0,Neutral
Masa gk ada kolom pencarian sih? aneh bgt. Kan orang mau cari sesuai nama barang,3,0,,2022-03-22 13:18:38,,,0.0,0.0,15,2,2,Neutral,"['kolom', 'cari', 'aneh', 'banget', 'orang', 'cari', 'sesuai', 'nama', 'barang']","['kolom', 'cari', 'aneh', 'orang', 'cari', 'sesuai', 'nama']",kolom cari aneh orang cari sesuai nama,0.0,Neutral
Bagus,5,0,2.4.2,2022-03-22 11:04:03,,,0.0,0.0,1,1,0,Positive,['bagus'],[],,0.0,Neutral
promo nya ditunggu harga termurah,5,0,2.4.2,2022-03-22 10:23:29,,,0.0,0.0,5,0,0,Positive,"['promo', 'tunggu', 'harga', 'murah']","['tunggu', 'murah']",tunggu murah,0.0,Neutral
Lemot loading gambarnya.. lama munculnya..,3,0,2.4.2,2022-03-21 21:16:00,,,0.0,0.0,5,1,4,Neutral,"['lot', 'loading', 'gambar', 'muncul']","['lot', 'loading', 'gambar', 'muncul']",lot loading gambar muncul,0.0,Neutral
seneng sering ada promo,1,0,,2022-03-21 17:29:36,,,0.0,0.0,4,0,0,Negative,"['neng', 'promo']",['neng'],neng,0.0,Neutral
Barangnya bagus2,5,0,2.4.2,2022-03-21 01:36:39,,,0.0,0.0,2,1,0,Positive,"['barang', 'bagus']",[],,0.0,Neutral
88o,5,0,2.3.0,2022-03-20 08:31:54,,,0.0,0.0,1,0,0,Positive,['o'],['o'],o,0.0,Neutral
"Kok susah ya mo masuk, pdhl lewat fb",1,0,,2022-03-19 14:03:28,,,0.0,0.0,8,1,1,Negative,"['susah', 'mo', 'masuk', 'pdhl', 'fb']","['susah', 'mo', 'masuk', 'pdhl', 'fb']",susah mo masuk pdhl fb,0.0,Neutral
Loading terus,2,0,2.4.2,2022-03-19 06:46:41,,,0.0,0.0,2,1,0,Negative,['loading'],['loading'],loading,0.0,Neutral
Gk bisa bisa login,1,0,2.4.2,2022-03-18 18:01:41,,,0.0,0.0,4,1,0,Negative,['login'],['login'],login,0.0,Neutral
Mantapp,5,0,2.4.2,2022-03-18 02:15:31,,,0.0,0.0,1,1,0,Positive,['mantapp'],['mantapp'],mantapp,0.0,Neutral
Stiap log in bilang akun terkunci. Pdhal eman dn sandi sdh benar,1,0,2.4.2,2022-03-17 15:50:18,,,0.0,0.0,12,2,1,Negative,"['stiap', 'log', 'in', 'bilang', 'akun', 'kunci', 'pdhal', 'eman', 'dn', 'sandi']","['stiap', 'log', 'in', 'bilang', 'akun', 'kunci', 'pdhal', 'dn', 'sandi']",stiap log in bilang akun kunci pdhal dn sandi,0.0,Neutral
Gak isok login FB,1,0,2.4.2,2022-03-17 00:10:33,,,0.0,0.0,4,3,0,Negative,"['isok', 'login', 'fb']","['login', 'fb']",login fb,0.0,Neutral
Aturan gausah customer yang suruh cek dibelanjaanya ada promo member atau gak (*ACTIVED .... seharusnya kalo udah scan member nya auto harga member.... jadi tidak perlu menyuruh pembeli cek aplikasinya untuk ACTIVED atau collect promonya... moga buat masukan.,2,41,2.4.2,2022-03-16 19:45:52,,,0.0,0.0,38,15,14,Negative,"['atur', 'gausah', 'customer', 'suruh', 'cek', 'dibelanjaanya', 'promo', 'member', 'actived', 'udah', 'scan', 'member', 'auto', 'harga', 'member', 'suruh', 'beli', 'cek', 'aplikasi', 'actived', 'collect', 'promonya', 'moga', 'masuk']","['atur', 'gausah', 'customer', 'suruh', 'cek', 'member', 'actived', 'udah', 'scan', 'member', 'auto', 'member', 'suruh', 'beli', 'cek', 'aplikasi', 'actived', 'promonya', 'moga', 'masuk']",atur gausah customer suruh cek member actived udah scan member auto member suruh beli cek aplikasi actived promonya moga masuk,0.0,Neutral
mau daftar ko gak bisa ya,1,0,,2022-03-16 11:12:28,,,0.0,0.0,6,0,0,Negative,"['daftar', 'ko']","['daftar', 'ko']",daftar ko,0.0,Neutral
Gak bisa mao login susah bgtt pdhl koneksi bagus,2,0,2.4.2,2022-03-16 10:44:50,,,0.0,0.0,9,1,0,Negative,"['mao', 'login', 'susah', 'bgtt', 'pdhl', 'koneksi', 'bagus']","['mao', 'login', 'susah', 'pdhl', 'koneksi']",mao login susah pdhl koneksi,0.0,Neutral
Lebih irit,5,0,2.4.2,2022-03-16 09:32:39,,,0.0,0.0,2,1,0,Positive,['irit'],['irit'],irit,0.0,Neutral
Ok,2,0,2.4.2,2022-03-16 05:06:47,,,0.5,0.5,1,1,0,Negative,['ok'],[],,0.0,Neutral
"Perlu lbh lengkap, sekali datang smuw ada, romadon yg lalu, yg kini cari cabin monde yg kalenge hijo ampe 3X blm ada melulu",3,0,2.4.2,2022-03-15 17:59:30,,,0.0,0.0,23,2,3,Neutral,"['lbh', 'lengkap', 'smuw', 'romadon', 'cari', 'cabin', 'monde', 'kalenge', 'hijo', 'ampe', 'x', 'melulu']","['lbh', 'lengkap', 'cari', 'ampe', 'x', 'melulu']",lbh lengkap cari ampe x melulu,0.0,Neutral
Susah bgt buat daftar sumpah!!,1,0,2.4.2,2022-03-13 20:27:39,,,0.0,0.0,5,1,2,Negative,"['susah', 'banget', 'daftar', 'sumpah']","['susah', 'daftar', 'sumpah']",susah daftar sumpah,0.0,Neutral
👍🏻👍🏻👍🏻,5,0,2.4.2,2022-03-13 17:38:59,,,0.0,0.0,1,0,0,Positive,[],[],,0.0,Neutral
"Pertama ok, lama2 cuma loading trs ga masuk2",2,0,2.4.2,2022-03-13 15:55:32,,,0.5,0.5,8,1,1,Negative,"['ok', 'loading', 'trs', 'masuk']","['loading', 'trs', 'masuk']",loading trs masuk,0.0,Neutral
Kenapa GK bisa2 hadeh payah,1,0,2.4.2,2022-03-13 15:52:55,,,0.0,0.0,5,3,0,Negative,"['hadeh', 'payah']","['hadeh', 'payah']",hadeh payah,0.0,Neutral
Sudah di instal...udah daftar...udh ferifikasi tetep aj gak bsa masuk..percuma instal mnding uninstal aj,1,0,,2022-03-13 05:37:05,,,0.0,0.0,14,1,8,Negative,"['instal', 'udah', 'daftar', 'ferifikasi', 'tetep', 'aj', 'bsa', 'masuk', 'instal', 'mnding', 'uninstal', 'aj']","['instal', 'udah', 'daftar', 'tetep', 'aj', 'bsa', 'masuk', 'instal', 'mnding', 'uninstal', 'aj']",instal udah daftar tetep aj bsa masuk instal mnding uninstal aj,0.0,Neutral
"Pertama kali donlod, cm bbrp menit eh langsung bs transaksi... terima kasih",5,2,2.4.2,2022-03-12 15:16:14,,,0.0,0.0,12,1,4,Positive,"['kali', 'donlod', 'cm', 'bbrp', 'menit', 'eh', 'langsung', 'transaksi', 'terima', 'kasih']","['kali', 'donlod', 'cm', 'bbrp', 'menit', 'eh', 'langsung', 'transaksi', 'terima', 'kasih']",kali donlod cm bbrp menit eh langsung transaksi terima kasih,0.0,Neutral
J. Join j. Jack. J. Just dojj.don't know jn't a j. Cdj. MJ wahejj.jj.jes talking just,5,0,,2022-03-12 12:33:25,,,0.0,0.0,16,8,11,Positive,"['j', 'join', 'j', 'jack', 'j', 'just', 'dojj', 'don', 't', 'know', 'jn', 't', 'a', 'j', 'cdj', 'mj', 'wahejj', 'jj', 'jes', 'talking', 'just']","['j', 'j', 'j', 'just', 't', 't', 'a', 'j', 'just']",j j j just t t a j just,0.0,Neutral
Bagus,5,0,2.4.2,2022-03-11 19:14:17,,,0.0,0.0,1,1,0,Positive,['bagus'],[],,0.0,Neutral
"Susah daftarnya, aplikasinya luwemut. Setengah jam gak bs buka. Plis perbaiki dong.",1,1,2.4.2,2022-03-11 18:50:02,,,0.0,0.0,12,3,4,Negative,"['susah', 'daftar', 'aplikasi', 'luwemut', 'jam', 'buka', 'plis', 'baik']","['susah', 'daftar', 'aplikasi', 'jam', 'plis', 'baik']",susah daftar aplikasi jam plis baik,0.0,Neutral
Belanja nyaman,5,0,2.4.2,2022-03-10 10:51:07,,,0.0,0.0,2,1,0,Positive,"['belanja', 'nyaman']",['nyaman'],nyaman,0.0,Neutral
Kalo reset promo jangan lama² soalnya barangnya udah habis perkiraan 2-3 hari usai promo diumumkan !,1,2,2.4.2,2022-03-09 03:33:22,,,0.0,0.0,16,1,2,Negative,"['reset', 'promo', 'barang', 'udah', 'habis', 'kira', 'promo', 'umum']","['reset', 'udah', 'habis', 'kira']",reset udah habis kira,0.0,Neutral
aplikasi ribet,1,0,2.4.2,2022-03-08 18:55:03,,,0.0,0.0,2,0,0,Negative,['ribet'],['ribet'],ribet,0.0,Neutral
Klo ga bisa buat aplikasi jangan dibuat... percuma ga kebuka juga...,1,0,2.4.2,2022-03-08 15:04:56,,,0.0,0.0,11,1,6,Negative,"['klo', 'buka']",['klo'],klo,0.0,Neutral
Istimewah,5,0,2.4.2,2022-03-07 15:35:04,,,0.0,0.0,1,1,0,Positive,['istimewah'],[],,0.0,Neutral
Bagus,4,0,,2022-03-07 11:24:06,,,0.0,0.0,1,1,0,Positive,['bagus'],[],,0.0,Neutral
T🍍so e🥥EQIIOI ododktt😁g koi,2,0,,2022-03-06 14:59:39,,,0.0,0.0,4,7,0,Negative,"['t', 'so', 'e', 'eqiioi', 'ododktt', 'g', 'koi']","['t', 'so', 'e', 'g']",t so e g,0.0,Neutral
Aplikasinya susah,1,0,2.4.2,2022-03-05 11:31:23,,,0.0,0.0,2,1,0,Negative,"['aplikasi', 'susah']","['aplikasi', 'susah']",aplikasi susah,0.0,Neutral
Bagus sekali,5,0,2.4.2,2022-03-05 10:43:57,,,0.0,0.0,2,1,0,Positive,['bagus'],[],,0.0,Neutral
Adanya Superindo App kita terbantu dengan promo3 yg diadakan seluruh Soperindo Supermarket,4,0,2.4.2,2022-03-05 10:34:01,,,0.0,0.0,12,5,0,Positive,"['bantu', 'promo', 'ada', 'soperindo', 'supermarket']","['bantu', 'ada', 'supermarket']",bantu ada supermarket,0.0,Neutral
Ya sy mau dapat hadiah .kan uda pensiun Jadi seneng dapet hadiah dong,5,0,,2022-03-04 22:00:00,,,0.0,0.0,13,2,1,Positive,"['hadiah', 'uda', 'pensiun', 'neng', 'dapet', 'hadiah']","['hadiah', 'uda', 'neng', 'dapet', 'hadiah']",hadiah uda neng dapet hadiah,0.0,Neutral
aplikasi ini cuma buat info promoan aja?? gak bisa buat belanja dari rumah kah??,3,1,2.4.2,2022-03-04 14:04:35,,,0.0,0.0,14,0,4,Neutral,"['info', 'promoan', 'belanja', 'rumah', 'kah']","['info', 'promoan', 'rumah', 'kah']",info promoan rumah kah,0.0,Neutral
Ok,5,0,2.4.2,2022-03-04 10:12:20,,,0.5,0.5,1,1,0,Positive,['ok'],[],,0.0,Neutral
Barang nya lengkap dan banyak promo,5,0,2.4.2,2022-03-04 09:15:52,,,0.0,0.0,6,1,0,Positive,"['barang', 'lengkap', 'promo']",['lengkap'],lengkap,0.0,Neutral
Superindo the best👍,5,0,2.4.2,2022-03-04 06:49:00,,,0.0,0.0,3,1,0,Positive,"['the', 'best']","['the', 'best']",the best,1.0,Positive
"Ini tolong gimana dah, daftar aja susah banget, loading melulu pdhl dah nake wifi loh :)",2,1,2.4.2,2022-03-04 06:12:05,,,0.5,1.0,16,1,4,Negative,"['tolong', 'gimana', 'dah', 'daftar', 'susah', 'banget', 'loading', 'melulu', 'pdhl', 'dah', 'nake', 'wifi', 'loh']","['tolong', 'gimana', 'dah', 'daftar', 'susah', 'loading', 'melulu', 'pdhl', 'dah', 'wifi', 'loh']",tolong gimana dah daftar susah loading melulu pdhl dah wifi loh,0.0,Neutral
Masuk / Login nya susah bgt,1,0,2.4.2,2022-03-02 14:54:35,,,0.0,0.0,6,2,1,Negative,"['masuk', 'login', 'susah', 'banget']","['masuk', 'login', 'susah']",masuk login susah,0.0,Neutral
Daftarnya susah bukan mempermudah malah mempersulit,1,0,2.4.2,2022-03-01 16:50:32,,,0.0,0.0,6,1,0,Negative,"['daftar', 'susah', 'mudah', 'sulit']","['daftar', 'susah', 'mudah', 'sulit']",daftar susah mudah sulit,0.0,Neutral
Susah mau login atau daftar...tolong dibantu,3,0,,2022-02-28 23:24:10,,,0.0,0.0,6,1,3,Neutral,"['susah', 'login', 'daftar', 'tolong', 'bantu']","['susah', 'login', 'daftar', 'tolong', 'bantu']",susah login daftar tolong bantu,0.0,Neutral
Jgn error' dunk,5,0,2.4.2,2022-02-28 22:33:16,,,0.0,0.0,3,1,1,Positive,"['jgn', 'error', 'dunk']","['jgn', 'error', 'dunk']",jgn error dunk,0.0,Neutral
"Tiba"" log out sendiri pas mau login lagi susah bgt",1,0,,2022-02-28 21:23:42,,,0.0,0.0,10,1,1,Negative,"['log', 'out', 'pas', 'login', 'susah', 'banget']","['log', 'out', 'pas', 'login', 'susah']",log out pas login susah,0.0,Neutral
Kenapa ga bisa di buka yaah..,3,0,2.4.2,2022-02-28 20:35:48,,,0.0,0.0,6,1,2,Neutral,"['buka', 'yaah']",[],,0.0,Neutral
Bagus,5,0,,2022-02-28 20:35:07,,,0.0,0.0,1,1,0,Positive,['bagus'],[],,0.0,Neutral
