content,score,sentiment_rating,emoticon_happy_emoticon,emoticon_sad_emoticon,emoticon_wink_emoticon,emoticon_love_emoticon,emoticon_emoji_smile,emoticon_emoji_sad,emoticon_emoji_angry,caps_count,url_count,email_count,hashtag_count,mention_count,complaint_technical_issues,complaint_quality_issues,complaint_missing_features,complaint_performance_issues,complaint_security_concerns,complaint_payment_issues,complaint_customer_service,complaint_total,is_complaint,review_type
Hemat,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Mantap,,",4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Barang nya lengkap,fresh,pramuniaganya ramah serta ruang parkir yg memadai",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Cukup membantu sih slalu update kalo ada promo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Terlalu sering update,3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Banyak promonya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Belanja lebih mudah dan banyak promonya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Bagus,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
"Relatif murah, sering byk promo, harga promonya pun tidak jarang lebih murah dari harga promo swalayan lain..",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Saat update lokasi pengiriman delivery kok titik lokasi tidak bisa muncul knpa ya??? Jadinya saya tidak bisa belanja online via delivery😪,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,True,mixed
sering dpt harga promo.. mantaps,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Bagus Bnyk diskon,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Susah di install,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Update mulu perasaan,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Baik,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Mantap serviceny.....,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Gk usah bikin belanja online. Masukin alamat aja gk bisa otomatis nyari lokasi kita.,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Okeeeeeeeeeey,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Harganya suka beda saat dirak sama distruk... Sekelas market besar tp kok gitu...,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Gampang di upadte,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Sangat membantu,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Banyak promonya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Sy suka blja yg di jemur krn dkt, cmn parkirnya sering penuh",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Mantap. Service excellence,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
belanja buah2 Han selalu segar buahnya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Puas tempatnya nyaman,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Ribet,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Mantp,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Tempat belanja yang nyaman, bersih dan banyak diskon, pelayanannya juga ramah",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Gbu,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Setiap bulan saya bersama keluarga belanja untuk keperluan dapur dan melihat barang2 lain yg kiranya dibutuhkan. Dari sisi pelayanan parkir, sampai ke pelayanan di Superindo baik, kebersihan dan informasi juga baik, secara keseluruhan baik. Tks.",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Promonya ada tapinya. Mesti tebus aka beli brng lain baru bisa dapat promo.,3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Aplikasi ini sangat membantu untuk berbelanja dengan harga promo,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Lemot jadinya,3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Ramah,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Good job,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Sangat membantu dan memudahkan dalam belanja,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Stlh diperbaharui malah kagak bisa dibuka aplikasi terjebak dilayanan online. Tdk bisa masuk aplikasi jd gk tau promo mgguannya. Yo wisss batal deh belanja mingguan di superindo,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Ok,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Tempat bersih,layanan baik dan ramah2 pegawainya",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Murah..ramah,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Super nyaman blanja di superindo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
"Baik, cukup membantu dlm berbelanja bulanan",4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Sangat baik,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Sedikit sering ngehank,3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Good,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Baik, bagus dan mudah",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Sejak superindo simpang3 cilegon buka.sy pelanggan tetap smp hr ini.kiranya ditambah lg diskon3nya..krn cukup mbantu.🙏,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,request
"Sayur, buah, daging, ikan & ayam sllu dlm kondisi prima.. urusan ini gk bs pindah ke lain super market..",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Update mulu,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Belanja banyak diskon dan nyaman,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Oke,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"ok bugs mungkin sudah di perbaiki sehingga lebih bagus dari pada yg kemarin"" selalu no internet. fitur klaim produk diskon di permudah lagi dongs jadi ga nunggu kita yg harus ngklik sendiri",3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"harga baik, pelayanan baik",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Sangat membantu aplikasinya. Mantap,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Sayur dan buahnya selalu fresh,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Makin update makin jelek UXnya. Saya sudah nyaman dengan versi lama, dengan versi baru banyak fitur yang hilang dari home. Banyak tata letak tombol berubah. Intinya memiliki aplikasi ini saya hanya ingin tahu promo member, promo mingguan, Senin Kamis, dan JSM. Namun semua itu makin sulit diakses semakin diupdatenya aplikasi.",1,Negative,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,True,mixed
"Nyaman berbelanja, hanya ada harga yang sedikit lebih mahal dibandingkan toko sebelah.... pegawai semua ramah,",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"Ini yg gue tggu2, aplikasi belanja tanpa ribet karena semua serba online jadi Superindo tidak ketinggalan dengan yang lain, mantap.",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Selalu update yg lg diskon, jd sblm belanja bisa cek dulu di aplikasi",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Saya sangat senang belanja disuper indo barangnya fres dan banyak promo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Good,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Mudah digunakan.... syaratnya signalnya di Superindo bagus... kalau di PP sering terkendala signal,5,Positive,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
👍👍,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Semakin baik,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Mantap semakin didepan,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Selalu untuk update aplikasi my superindo apalagi memory yang sedikit mau gak mau salah satu aplikasi harus di hapus,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,True,informational
Dipertahankan,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Mudah cara menggunakan aplikasinya dan infonya sangat membantu, semoga bisa dilengkapi agar lebih mudah untuk mencari info produk yg ingin dibeli untuk ketersediannya, untuk membantu konsumen yang berencana ke superindo untuk berbelanja",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Ok,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Sangat membantu stiap ada promo untuk blnj,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
"Belanja di superindo lbh mudah terlebih klo srng ada disc., barangnya jg bagus2.. 👍",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Makin sukses yaa superindoo dimana saya mencari nafkah diperusahaan ini 🤲🤲😇😇,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Nice,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Good,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Sekarang setelah di up date malah tambah lama muter2 doang,2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Bagus.. Info yg bermanfaat,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Mudah digunakan,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Sangat bermanfaat.. menguntungkan.. dan tentunya menyegarkan... Superindo #PakaiHati,5,Positive,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,other
Nice & fun shopping,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Pelayanan & promonya mantap👍,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Klo bisa superindo lebih sering & banyak utk promo discount nya ,label harga tolong pada tmpt barang yg tepat agar memudahkan konsumen",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
seneng ada super indo di reni jaya belanja jadi deket,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Banyak promo banyak gratisnya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Semenjak sy instal sdh 2 kali permintaan upgrade aplikasi, setiap di upgrade member ga bisa dipakai karna data hilang dan diminta input ulang.. belanja jadi ribet",3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,True,mixed
Membantu,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Lebih hemat 👍🏻,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Susah di upgrade,3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Sangat membantu cek promo belanja,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
👍👍👍,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Pelayanan semua baik,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
sering promo..mantap,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Tempat nya enak nyaman, barang nya komplit.. tinggal di tambah pakaian.. kalo ada pakain, lebih asyik buat jalan² sama keluarga.. trimakasih.",4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Banyak promo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Produk komplit dan pelayanan memuaskan,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Oke,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Tidak dapat update baru di hp samsung j5pro,2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Setelah update kenapa harus pilih toko terdekat lalu pilihan kota gak lengkap,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Pelayanan memuaskan dan banyak diskon,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Supermarket dengan tempat yg nyaman..,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Senang belanja disuperindo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Mudah berbelanja,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Tolong diperbaiki lagi aplikasi My super I do masa setiap update harus cari nomor baru,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Mantab belanja di superindo fresh sayurbuah dan ikan,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Sangat puas belanja di superindo ini krn banyak sekali promonya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Pelayanan nya memuaskan,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Belanja disini menyenangkan,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Suka belanja barang promonya lumayan buat emak2 untuk menghemat uang belanja,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,True,mixed
Lebih banyak lagi promo member nya,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Membantu ibu rumahtangga , thebest super indo",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,request
Tempatku belanja buah2an klo lagi promo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Barang lengkap dan sering ada promosi 👍,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Murah banyak promo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Sll fresh,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Thank u for blessing,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Good,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Lumayan promonya. Tapi kekurangannya adalah barang sudah dibandroll harga promo tapi barangnya tidak ada. Padahal toko baru buka dan promo berlaku untuk hari itu hingga 3 hari ke depan . Sering seperti itu,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,True,informational
Bagus,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Lengkap& banyak promo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Harga barangnya wajar, tidak kemahalan",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Perbaharui aplikasi tapi nggak bisa di buka,2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
kenapa udah di update malah ga bisa buka promo malah diem aja di pencarian toko di kembali malah keluar ....aneh,3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Berbelanja nyaman dan ramah di kantong? Superindo aja 👍🏻,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Belanja murah nyaman dan lengkap,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Banyak promooo murcee,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Banyak promonya keren....,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Dg adanya aplikasi ini memudahkan untuk info promo Superindo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Banyak promo, senang sekali",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Mendptkan info discound,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Belanja nyaman,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Ruwet,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Ga bisa di update,3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Terima kasih,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Informatif,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Ok,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
baik sekali,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Enak nyaman, murah, mantul pokonya",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Oke,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Superindo oke, promonya lebih banyak dong khusus member",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Mantap aplikasinya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Cara ss logo barcode gimana si?,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Sy suka belanja keperluan sehari² di superindo.. karena sering ada promo.. terima kasih.,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Mantap,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Lengkap ,kwalitas bagus ,puas pokoknya",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Promo membernya dahsyat,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Good aplication, and good promo",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Bagus,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Mantap,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Bagus,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Biasa,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Suka belanja di sini,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
"Melihat tanggapan disini,, jadi lah cust yang cerdas belanja lebih teliti lagi dan jangan karna ada promo tinggal comot aja.. Lihat deskripsinya sesuai ato tidak dan mungkin aja itu bukan ulah karyawan tsb melainkan ulah cust yang belanja tidak jadi dan asal naroh di tempat yang bukan semestinya terpajang/ terdisplay.. ""SEMUA ITU KEMBALI PADA DIRI KITA SENDIRI"" 🤗🤗",5,Positive,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Sangat memuaskan,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Bagus, katalog untuk mengetahui produk & harga",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Bagus sekarang bisa belanja online langsung tanpa claimm,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Banyak promo,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Pernah kena jebakan Betmen di rak harga nya brp TPI pas bayar harga nya lain,5,Positive,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,True,other
Sangat menyenangkan,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Mudah2an semakin banyak promonyaaa Kenapa setwlah di update jd bikin bingung buat claim promo member terus mau liat katalog weekday nya juga jd gaada. Lebih nyaman dan fleksibel yang sebelumnya. Terimakasih,3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Tiap minggu selalu ada promo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Barang bagus harga sesuai,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Pelayanan oke,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Tolong dibaguain lagi, tambahin bagian searcingnua, jdi pngen bela ja apa ketemu langsung",3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Kualitas terjamin,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Ok,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Good banyak discount dan sales promonya....,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Mantull,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Lumayan murah,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Pindah grab belanjaan hilang semua,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,True,other
Pelayanan& harga sangat memuaskan,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Nyaman,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
pekayan memuaskan pelagan dengan keramah yah sungguh puas belaja di super indo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Superindo Titanium toko favorit ku,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Andalan saat berbelanja.. Berburu promo2❤,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Puas belanja di superindo banyak disct,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Komplit semua ada dengan layanan yg ramah dan cepat untuk antrean bayar..,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,True,mixed
Pelayanannya bagus👍,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Seneng kalo belanja pake member..banyak discount nya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Kualitas barang barang yg dijual berkualitas. Cuma pisang pisang sering gak bagus kurang tua. Banyak yg msh muda muda,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Sangat puas dengan promo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Sangat bermanfaat,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Memudah mengetahui harga promo yg ada di Superindo 🤗dengan harga yg ok,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Saya sangat senang belanja di superindo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Banyak potongan, bnyak promo",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Saya sangat senang belanja ke superindo bersih barang nya komplit harga terjangkau,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Baik.,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Byk discount mantap,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
